1,101,99,55,60,111,110,50,107
2,145,139,115,112,155,160,120,154
3,169,164,146,148,186,194,160,186
4,185,176,171,167,209,215,189,209
5,194,188,189,181,224,230,207,224
6,202,196,196,190,236,243,219,233
7,210,200,205,195,242,249,230,241
